Row,Phase,Week,Solution,Replication,Height,Greenness,Surface,Roots,Organs
359,Phase 1,Week 2,Solution 5,Replication 9,2.37,3,16.53,2,1
360,Phase 1,Week 2,Solution 5,Replication 10,2.32,3,19.71,2,2
361,Phase 1,Week 2,Solution 5,Replication 11,2.94,3,19.82,1,1
362,Phase 1,Week 2,Solution 5,Replication 12,2.76,3,15.37,2,1
363,Phase 1,Week 2,Solution 5,Replication 13,2.61,3,18.48,1,1
364,Phase 1,Week 2,Solution 5,Replication 14,2.11,3,17.73,2,2
365,Phase 1,Week 2,Solution 6,Replication 1,4.97,2,15.99,2,2
366,Phase 1,Week 2,Solution 6,Replication 2,4.96,2,13.41,2,1
367,Phase 1,Week 2,Solution 6,Replication 3,4.79,3,10.54,2,2
368,Phase 1,Week 2,Solution 6,Replication 4,4.52,3,11.21,1,1
369,Phase 1,Week 2,Solution 6,Replication 5,4.39,2,15.57,2,2
370,Phase 1,Week 2,Solution 6,Replication 6,4.17,3,13.98,2,2
371,Phase 1,Week 2,Solution 6,Replication 7,4.95,3,19.02,1,1
372,Phase 1,Week 2,Solution 6,Replication 8,4.05,2,19.38,2,2
373,Phase 1,Week 2,Solution 6,Replication 9,4.69,2,11.24,2,1
374,Phase 1,Week 2,Solution 6,Replication 10,4.22,2,11.86,2,2
375,Phase 1,Week 2,Solution 6,Replication 11,4.60,2,13.57,2,2
376,Phase 1,Week 2,Solution 6,Replication 12,4.82,2,18.94,2,2
377,Phase 1,Week 2,Solution 6,Replication 13,4.91,2,18.49,1,2
378,Phase 1,Week 2,Solution 6,Replication 14,4.78,2,15.38,2,1
379,Phase 1,Week 2,Solution 7,Replication 1,4.50,2,13.28,2,2
380,Phase 1,Week 2,Solution 7,Replication 2,4.32,2,17.74,1,2
381,Phase 1,Week 2,Solution 7,Replication 3,4.44,2,19.46,1,1
382,Phase 1,Week 2,Solution 7,Replication 4,4.14,2,18.77,1,1
383,Phase 1,Week 2,Solution 7,Replication 5,4.79,3,12.34,1,1
384,Phase 1,Week 2,Solution 7,Replication 6,4.69,3,18.15,2,2
385,Phase 1,Week 2,Solution 7,Replication 7,4.90,2,19.28,2,2
386,Phase 1,Week 2,Solution 7,Replication 8,4.55,2,10.27,2,1
387,Phase 1,Week 2,Solution 7,Replication 9,4.91,3,13.79,1,1
388,Phase 1,Week 2,Solution 7,Replication 10,4.48,2,16.98,1,2
389,Phase 1,Week 2,Solution 7,Replication 11,4.80,3,13.70,2,1
390,Phase 1,Week 2,Solution 7,Replication 12,4.37,2,13.30,2,2
391,Phase 1,Week 2,Solution 7,Replication 13,4.67,3,10.90,1,2
392,Phase 1,Week 2,Solution 7,Replication 14,4.52,3,10.80,1,2
393,Phase 1,Week 2,Solution 8,Replication 1,5.75,5,22.85,2,3
394,Phase 1,Week 2,Solution 8,Replication 2,5.11,5,22.39,3,2
395,Phase 1,Week 2,Solution 8,Replication 3,5.88,4,21.90,3,2
396,Phase 1,Week 2,Solution 8,Replication 4,5.61,5,23.45,3,3
397,Phase 1,Week 2,Solution 8,Replication 5,5.36,5,23.01,2,3
398,Phase 1,Week 2,Solution 8,Replication 6,4.56,4,21.62,2,3
399,Phase 1,Week 2,Solution 8,Replication 7,4.47,5,24.57,2,3
400,Phase 1,Week 2,Solution 8,Replication 8,5.82,5,22.02,3,3
401,Phase 1,Week 2,Solution 8,Replication 9,4.36,4,24.51,2,2
402,Phase 1,Week 2,Solution 8,Replication 10,5.05,4,21.41,3,3
403,Phase 1,Week 2,Solution 8,Replication 11,4.64,5,22.52,3,3
404,Phase 1,Week 2,Solution 8,Replication 12,4.87,5,20.12,2,2
405,Phase 1,Week 2,Solution 8,Replication 13,5.93,4,24.72,2,2
406,Phase 1,Week 2,Solution 8,Replication 14,5.71,5,23.75,2,2
407,Phase 1,Week 2,Solution 9,Replication 1,5.95,4,24.41,3,3
408,Phase 1,Week 2,Solution 9,Replication 2,4.26,5,24.79,2,3
409,Phase 1,Week 2,Solution 9,Replication 3,5.55,4,21.80,3,3
410,Phase 1,Week 2,Solution 9,Replication 4,4.27,4,22.71,3,2
411,Phase 1,Week 2,Solution 9,Replication 5,5.15,5,24.73,2,3
412,Phase 1,Week 2,Solution 9,Replication 6,4.53,4,22.59,2,3
413,Phase 1,Week 2,Solution 9,Replication 7,5.64,4,24.80,3,3
414,Phase 1,Week 2,Solution 9,Replication 8,5.45,4,22.45,3,2
415,Phase 1,Week 2,Solution 9,Replication 9,4.71,5,20.63,3,2
416,Phase 1,Week 2,Solution 9,Replication 10,5.88,5,20.03,3,2
417,Phase 1,Week 2,Solution 9,Replication 11,5.03,4,22.97,3,3
418,Phase 1,Week 2,Solution 9,Replication 12,5.96,4,21.90,3,2
419,Phase 1,Week 2,Solution 9,Replication 13,5.14,5,22.89,2,2
420,Phase 1,Week 2,Solution 9,Replication 14,5.99,5,20.60,2,3
421,Phase 1,Week 2,Solution 10,Replication 1,2.95,3,18.22,1,1
422,Phase 1,Week 2,Solution 10,Replication 2,2.35,3,15.91,2,1
423,Phase 1,Week 2,Solution 10,Replication 3,2.16,4,16.46,2,2
424,Phase 1,Week 2,Solution 10,Replication 4,2.75,4,18.04,2,1
425,Phase 1,Week 2,Solution 10,Replication 5,2.25,4,18.35,2,1
426,Phase 1,Week 2,Solution 10,Replication 6,2.88,3,18.99,2,1
427,Phase 1,Week 2,Solution 10,Replication 7,2.66,3,16.93,2,1
428,Phase 1,Week 2,Solution 10,Replication 8,2.12,3,18.10,1,2
429,Phase 1,Week 2,Solution 10,Replication 9,2.43,3,15.78,2,1
430,Phase 1,Week 2,Solution 10,Replication 10,2.55,3,15.30,2,1
431,Phase 1,Week 2,Solution 10,Replication 11,2.96,3,19.16,1,1
432,Phase 1,Week 2,Solution 10,Replication 12,2.28,4,17.78,1,2
433,Phase 1,Week 2,Solution 10,Replication 13,2.52,4,15.05,2,1
434,Phase 1,Week 2,Solution 10,Replication 14,2.96,3,19.24,2,2
435,Phase 1,Week 2,Solution 11,Replication 1,4.90,4,22.82,3,2
436,Phase 1,Week 2,Solution 11,Replication 2,4.22,5,20.44,3,3
437,Phase 1,Week 2,Solution 11,Replication 3,4.45,4,23.25,2,3
438,Phase 1,Week 2,Solution 11,Replication 4,5.11,5,20.95,2,3
439,Phase 1,Week 2,Solution 11,Replication 5,5.41,4,23.20,2,2
440,Phase 1,Week 2,Solution 11,Replication 6,5.77,4,24.29,3,3
441,Phase 1,Week 2,Solution 11,Replication 7,4.40,5,20.48,3,3
442,Phase 1,Week 2,Solution 11,Replication 8,5.31,5,21.93,3,3
443,Phase 1,Week 2,Solution 11,Replication 9,4.67,4,21.64,2,3
444,Phase 1,Week 2,Solution 11,Replication 10,4.17,5,21.24,3,3
445,Phase 1,Week 2,Solution 11,Replication 11,5.14,5,24.33,2,2
446,Phase 1,Week 2,Solution 11,Replication 12,5.37,4,21.34,3,2
447,Phase 1,Week 2,Solution 11,Replication 13,4.49,4,21.32,2,2
448,Phase 1,Week 2,Solution 11,Replication 14,4.95,5,23.88,2,3
449,Phase 1,Week 2,Solution 12,Replication 1,4.70,4,24.91,3,2
450,Phase 1,Week 2,Solution 12,Replication 2,5.66,5,20.43,2,3
451,Phase 1,Week 2,Solution 12,Replication 3,5.42,5,24.47,2,2
452,Phase 1,Week 2,Solution 12,Replication 4,5.97,4,23.97,3,2
453,Phase 1,Week 2,Solution 12,Replication 5,4.73,5,21.64,2,3
454,Phase 1,Week 2,Solution 12,Replication 6,5.55,4,21.09,3,2
455,Phase 1,Week 2,Solution 12,Replication 7,5.50,4,21.61,2,3
456,Phase 1,Week 2,Solution 12,Replication 8,5.77,4,20.17,2,2
457,Phase 1,Week 2,Solution 12,Replication 9,4.12,4,23.70,2,2
458,Phase 1,Week 2,Solution 12,Replication 10,4.71,4,20.27,3,2
459,Phase 1,Week 2,Solution 12,Replication 11,4.22,4,24.35,3,2
460,Phase 1,Week 2,Solution 12,Replication 12,5.62,5,21.19,2,2
461,Phase 1,Week 2,Solution 12,Replication 13,4.48,4,20.75,3,2
462,Phase 1,Week 2,Solution 12,Replication 14,5.25,4,21.54,2,2
463,Phase 1,Week 2,Solution 13,Replication 1,4.80,3,16.68,2,1
464,Phase 1,Week 2,Solution 13,Replication 2,4.26,2,17.72,2,2
465,Phase 1,Week 2,Solution 13,Replication 3,4.70,3,19.99,1,1
466,Phase 1,Week 2,Solution 13,Replication 4,4.30,3,15.32,2,1
467,Phase 1,Week 2,Solution 13,Replication 5,4.99,3,14.59,1,1
468,Phase 1,Week 2,Solution 13,Replication 6,4.26,3,16.98,1,1
469,Phase 1,Week 2,Solution 13,Replication 7,4.80,2,16.01,2,2
470,Phase 1,Week 2,Solution 13,Replication 8,4.42,2,19.09,1,1
471,Phase 1,Week 2,Solution 13,Replication 9,4.79,3,16.55,2,2
472,Phase 1,Week 2,Solution 13,Replication 10,4.68,3,15.44,1,1
473,Phase 1,Week 2,Solution 13,Replication 11,4.86,3,15.19,1,1
474,Phase 1,Week 2,Solution 13,Replication 12,4.31,3,13.69,1,1
475,Phase 1,Week 2,Solution 13,Replication 13,4.40,3,18.62,1,2
476,Phase 1,Week 2,Solution 13,Replication 14,4.34,2,10.46,1,1
477,Phase 1,Week 2,Solution 14,Replication 1,4.07,2,10.48,1,1
478,Phase 1,Week 2,Solution 14,Replication 2,4.70,2,15.28,2,1
479,Phase 1,Week 2,Solution 14,Replication 3,4.41,3,19.55,1,1
480,Phase 1,Week 2,Solution 14,Replication 4,4.77,3,16.07,2,2
481,Phase 1,Week 2,Solution 14,Replication 5,4.67,3,14.04,1,1
482,Phase 1,Week 2,Solution 14,Replication 6,4.11,2,14.14,1,2
483,Phase 1,Week 2,Solution 14,Replication 7,4.24,3,17.42,2,2
484,Phase 1,Week 2,Solution 14,Replication 8,4.12,2,19.83,2,1
485,Phase 1,Week 2,Solution 14,Replication 9,4.08,3,11.19,1,2
486,Phase 1,Week 2,Solution 14,Replication 10,4.60,3,12.43,1,2
487,Phase 1,Week 2,Solution 14,Replication 11,4.26,3,14.57,1,1
488,Phase 1,Week 2,Solution 14,Replication 12,4.25,3,13.18,2,1
489,Phase 1,Week 2,Solution 14,Replication 13,4.25,3,17.58,2,1
490,Phase 1,Week 2,Solution 14,Replication 14,4.76,2,13.44,2,2
491,Phase 1,Week 2,Solution 15,Replication 1,4.85,4,24.71,3,2
492,Phase 1,Week 2,Solution 15,Replication 2,4.93,4,22.48,2,2
493,Phase 1,Week 2,Solution 15,Replication 3,4.94,5,20.73,2,3
494,Phase 1,Week 2,Solution 15,Replication 4,5.18,4,21.01,3,3
495,Phase 1,Week 2,Solution 15,Replication 5,5.43,4,21.60,2,3
496,Phase 1,Week 2,Solution 15,Replication 6,5.84,5,23.63,3,3
497,Phase 1,Week 2,Solution 15,Replication 7,4.30,4,23.52,2,3
498,Phase 1,Week 2,Solution 15,Replication 8,4.95,4,23.76,3,3
499,Phase 1,Week 2,Solution 15,Replication 9,5.66,4,24.15,3,2
500,Phase 1,Week 2,Solution 15,Replication 10,4.71,5,22.61,3,2
501,Phase 1,Week 2,Solution 15,Replication 11,4.61,4,21.66,3,3
502,Phase 1,Week 2,Solution 15,Replication 12,4.52,5,21.62,2,3
503,Phase 1,Week 2,Solution 15,Replication 13,5.87,4,23.79,2,3
504,Phase 1,Week 2,Solution 15,Replication 14,4.11,5,21.41,2,3
505,Phase 1,Week 2,Solution 16,Replication 1,2.05,4,16.99,2,1
506,Phase 1,Week 2,Solution 16,Replication 2,2.58,3,18.11,2,2
507,Phase 1,Week 2,Solution 16,Replication 3,2.05,3,17.13,2,1
508,Phase 1,Week 2,Solution 16,Replication 4,2.34,4,15.53,1,1
509,Phase 1,Week 2,Solution 16,Replication 5,2.95,4,17.52,1,1
510,Phase 1,Week 2,Solution 16,Replication 6,2.10,3,15.87,1,1
511,Phase 1,Week 2,Solution 16,Replication 7,2.02,4,18.62,1,2
512,Phase 1,Week 2,Solution 16,Replication 8,2.66,3,18.07,2,1
513,Phase 1,Week 2,Solution 16,Replication 9,2.53,4,19.52,2,2
514,Phase 1,Week 2,Solution 16,Replication 10,2.23,4,19.38,1,1
515,Phase 1,Week 2,Solution 16,Replication 11,2.48,4,18.56,2,1
516,Phase 1,Week 2,Solution 16,Replication 12,2.16,3,15.17,1,2
517,Phase 1,Week 2,Solution 16,Replication 13,2.87,3,16.59,1,2
518,Phase 1,Week 2,Solution 16,Replication 14,2.64,3,17.33,2,1
519,Phase 1,Week 2,Solution 17,Replication 1,5.10,5,20.47,2,3
520,Phase 1,Week 2,Solution 17,Replication 2,5.61,5,21.11,3,2
521,Phase 1,Week 2,Solution 17,Replication 3,4.61,4,25.00,2,3
522,Phase 1,Week 2,Solution 17,Replication 4,5.01,4,22.62,2,3
523,Phase 1,Week 2,Solution 17,Replication 5,4.23,5,22.32,3,3
524,Phase 1,Week 2,Solution 17,Replication 6,5.73,4,21.85,3,3
525,Phase 1,Week 2,Solution 17,Replication 7,4.75,4,22.54,3,2
526,Phase 1,Week 2,Solution 17,Replication 8,4.87,4,22.79,3,3
527,Phase 1,Week 2,Solution 17,Replication 9,5.46,5,20.66,2,2
528,Phase 1,Week 2,Solution 17,Replication 10,5.00,4,20.59,3,2
529,Phase 1,Week 2,Solution 17,Replication 11,5.30,4,24.82,2,3
530,Phase 1,Week 2,Solution 17,Replication 12,4.73,5,23.94,2,3
531,Phase 1,Week 2,Solution 17,Replication 13,5.49,4,20.59,3,2
532,Phase 1,Week 2,Solution 17,Replication 14,5.26,4,21.62,2,2
533,Phase 1,Week 2,Solution 18,Replication 1,2.76,3,15.82,2,1
534,Phase 1,Week 2,Solution 18,Replication 2,2.70,4,19.64,1,1
535,Phase 1,Week 2,Solution 18,Replication 3,2.06,4,15.07,1,1
536,Phase 1,Week 2,Solution 18,Replication 4,2.81,4,15.91,1,2
537,Phase 1,Week 2,Solution 18,Replication 5,2.78,3,15.59,2,1
538,Phase 1,Week 2,Solution 18,Replication 6,2.90,4,16.92,2,2
539,Phase 1,Week 2,Solution 18,Replication 7,2.14,3,18.25,1,1
540,Phase 1,Week 2,Solution 18,Replication 8,2.04,4,18.64,1,1
541,Phase 1,Week 2,Solution 18,Replication 9,2.33,4,16.07,1,2
542,Phase 1,Week 2,Solution 18,Replication 10,2.36,4,19.18,2,2
543,Phase 1,Week 2,Solution 18,Replication 11,2.77,3,18.16,2,2
544,Phase 1,Week 2,Solution 18,Replication 12,2.61,3,18.58,2,2
545,Phase 1,Week 2,Solution 18,Replication 13,2.46,4,18.92,2,2
546,Phase 1,Week 2,Solution 18,Replication 14,2.27,3,18.01,1,1
547,Phase 1,Week 2,Solution 19,Replication 1,4.24,5,21.69,3,3
548,Phase 1,Week 2,Solution 19,Replication 2,4.73,4,22.38,2,2
549,Phase 1,Week 2,Solution 19,Replication 3,5.73,4,23.66,3,3
550,Phase 1,Week 2,Solution 19,Replication 4,5.97,5,23.08,2,3
551,Phase 1,Week 2,Solution 19,Replication 5,5.30,4,21.87,2,3
552,Phase 1,Week 2,Solution 19,Replication 6,4.75,4,22.70,3,3
553,Phase 1,Week 2,Solution 19,Replication 7,4.03,5,21.09,2,2
554,Phase 1,Week 2,Solution 19,Replication 8,4.45,5,24.19,2,2
555,Phase 1,Week 2,Solution 19,Replication 9,4.67,5,24.98,3,2
556,Phase 1,Week 2,Solution 19,Replication 10,5.29,4,21.34,3,2
557,Phase 1,Week 2,Solution 19,Replication 11,5.75,4,22.23,2,3
558,Phase 1,Week 2,Solution 19,Replication 12,5.32,4,23.72,3,3
559,Phase 1,Week 2,Solution 19,Replication 13,5.08,4,21.87,3,2
560,Phase 1,Week 2,Solution 19,Replication 14,5.42,4,23.31,3,3
561,Phase 1,Week 2,Solution 20,Replication 1,4.06,5,20.05,2,2
562,Phase 1,Week 2,Solution 20,Replication 2,5.90,4,21.31,2,3
563,Phase 1,Week 2,Solution 20,Replication 3,4.64,5,21.85,3,3
564,Phase 1,Week 2,Solution 20,Replication 4,4.82,5,23.69,2,2
565,Phase 1,Week 2,Solution 20,Replication 5,4.69,5,20.90,3,2
566,Phase 1,Week 2,Solution 20,Replication 6,5.08,4,24.74,3,2
567,Phase 1,Week 2,Solution 20,Replication 7,5.27,5,22.36,2,2
568,Phase 1,Week 2,Solution 20,Replication 8,5.40,5,23.00,2,2
569,Phase 1,Week 2,Solution 20,Replication 9,5.14,5,23.13,2,2
570,Phase 1,Week 2,Solution 20,Replication 10,4.65,5,22.78,3,3
571,Phase 1,Week 2,Solution 20,Replication 11,4.84,4,21.11,2,2
572,Phase 1,Week 2,Solution 20,Replication 12,5.56,4,24.49,2,3
573,Phase 1,Week 2,Solution 20,Replication 13,5.10,5,21.97,3,2
574,Phase 1,Week 2,Solution 20,Replication 14,5.22,4,24.93,2,3
575,Phase 1,Week 2,Control,Replication 1,5.02,4,24.00,2,2
576,Phase 1,Week 2,Control,Replication 2,4.46,4,20.32,2,3
577,Phase 1,Week 2,Control,Replication 3,5.59,5,20.13,2,3
578,Phase 1,Week 2,Control,Replication 4,4.55,5,24.39,2,2
579,Phase 1,Week 2,Control,Replication 5,5.95,4,23.02,3,2
580,Phase 1,Week 2,Control,Replication 6,5.71,5,23.59,2,3
581,Phase 1,Week 2,Control,Replication 7,5.34,4,24.25,2,2
582,Phase 1,Week 2,Control,Replication 8,4.76,4,24.13,2,3
583,Phase 1,Week 2,Control,Replication 9,4.09,4,23.26,3,3
584,Phase 1,Week 2,Control,Replication 10,4.25,5,24.88,2,3
585,Phase 1,Week 2,Control,Replication 11,5.78,5,20.54,3,3
586,Phase 1,Week 2,Control,Replication 12,5.23,4,23.49,2,3
587,Phase 1,Week 2,Control,Replication 13,4.45,5,22.78,3,2
588,Phase 1,Week 2,Control,Replication 14,5.16,4,22.31,2,2
589,Phase 1,Week 3,Solution 1,Replication 1,9.48,4,26.23,4,4
590,Phase 1,Week 3,Solution 1,Replication 2,7.41,5,28.40,3,4
591,Phase 1,Week 3,Solution 1,Replication 3,9.56,4,25.15,3,4
592,Phase 1,Week 3,Solution 1,Replication 4,9.55,5,26.20,4,3
593,Phase 1,Week 3,Solution 1,Replication 5,8.08,5,26.84,4,4
594,Phase 1,Week 3,Solution 1,Replication 6,9.25,4,26.00,3,4
595,Phase 1,Week 3,Solution 1,Replication 7,7.26,4,29.14,4,3
596,Phase 1,Week 3,Solution 1,Replication 8,9.62,5,25.25,3,4
597,Phase 1,Week 3,Solution 1,Replication 9,7.20,5,26.08,4,4
598,Phase 1,Week 3,Solution 1,Replication 10,9.20,4,25.63,3,3
599,Phase 1,Week 3,Solution 1,Replication 11,7.41,4,26.71,4,3
600,Phase 1,Week 3,Solution 1,Replication 12,8.71,4,28.91,3,4
601,Phase 1,Week 3,Solution 1,Replication 13,8.28,4,27.13,3,4
602,Phase 1,Week 3,Solution 1,Replication 14,9.88,5,25.60,4,3
603,Phase 1,Week 3,Solution 2,Replication 1,7.62,3,22.98,3,2
604,Phase 1,Week 3,Solution 2,Replication 2,7.43,2,23.39,3,2
605,Phase 1,Week 3,Solution 2,Replication 3,6.36,3,22.68,2,3
606,Phase 1,Week 3,Solution 2,Replication 4,6.25,3,24.54,3,2
607,Phase 1,Week 3,Solution 2,Replication 5,7.42,2,23.42,2,3
608,Phase 1,Week 3,Solution 2,Replication 6,7.68,2,23.92,3,3
609,Phase 1,Week 3,Solution 2,Replication 7,7.75,2,22.29,2,2
610,Phase 1,Week 3,Solution 2,Replication 8,7.37,3,23.48,2,3
611,Phase 1,Week 3,Solution 2,Replication 9,7.35,3,22.35,3,3
612,Phase 1,Week 3,Solution 2,Replication 10,7.24,2,21.55,3,2
613,Phase 1,Week 3,Solution 2,Replication 11,7.39,3,22.59,3,2
614,Phase 1,Week 3,Solution 2,Replication 12,6.25,3,21.42,3,2
615,Phase 1,Week 3,Solution 2,Replication 13,6.27,2,22.39,2,3
616,Phase 1,Week 3,Solution 2,Replication 14,6.59,2,20.91,3,2
617,Phase 1,Week 3,Solution 3,Replication 1,5.63,3,23.19,3,2
618,Phase 1,Week 3,Solution 3,Replication 2,5.55,4,24.12,3,2
619,Phase 1,Week 3,Solution 3,Replication 3,5.63,3,23.45,2,2
620,Phase 1,Week 3,Solution 3,Replication 4,5.08,3,21.80,2,2
621,Phase 1,Week 3,Solution 3,Replication 5,4.52,3,23.79,3,3
622,Phase 1,Week 3,Solution 3,Replication 6,5.42,4,21.42,3,3
623,Phase 1,Week 3,Solution 3,Replication 7,5.93,3,23.13,3,3
624,Phase 1,Week 3,Solution 3,Replication 8,4.57,3,24.90,2,2
625,Phase 1,Week 3,Solution 3,Replication 9,4.87,3,20.44,2,2
626,Phase 1,Week 3,Solution 3,Replication 10,4.94,4,22.00,3,2
627,Phase 1,Week 3,Solution 3,Replication 11,4.64,3,23.13,3,3
628,Phase 1,Week 3,Solution 3,Replication 12,4.21,3,21.92,2,3
629,Phase 1,Week 3,Solution 3,Replication 13,5.52,4,21.13,2,3
630,Phase 1,Week 3,Solution 3,Replication 14,5.46,4,23.23,3,3
631,Phase 1,Week 3,Solution 4,Replication 1,7.18,4,27.32,3,3
632,Phase 1,Week 3,Solution 4,Replication 2,7.85,5,29.50,4,3
633,Phase 1,Week 3,Solution 4,Replication 3,7.70,5,27.23,3,3
634,Phase 1,Week 3,Solution 4,Replication 4,9.13,4,25.36,3,3
635,Phase 1,Week 3,Solution 4,Replication 5,7.64,4,27.05,3,4
636,Phase 1,Week 3,Solution 4,Replication 6,9.29,4,28.96,3,4
637,Phase 1,Week 3,Solution 4,Replication 7,7.03,4,26.61,4,4
638,Phase 1,Week 3,Solution 4,Replication 8,9.30,4,26.96,4,4
639,Phase 1,Week 3,Solution 4,Replication 9,9.48,5,26.55,4,4
640,Phase 1,Week 3,Solution 4,Replication 10,8.76,5,27.54,3,4
641,Phase 1,Week 3,Solution 4,Replication 11,8.94,4,28.97,4,3
642,Phase 1,Week 3,Solution 4,Replication 12,9.11,5,27.09,3,3
643,Phase 1,Week 3,Solution 4,Replication 13,7.02,4,27.41,4,3
644,Phase 1,Week 3,Solution 4,Replication 14,9.38,4,26.76,3,4
645,Phase 1,Week 3,Solution 5,Replication 1,4.94,3,20.76,2,3
646,Phase 1,Week 3,Solution 5,Replication 2,4.23,3,22.55,2,3
647,Phase 1,Week 3,Solution 5,Replication 3,5.11,3,22.13,3,3
648,Phase 1,Week 3,Solution 5,Replication 4,4.56,4,20.03,2,3
649,Phase 1,Week 3,Solution 5,Replication 5,4.45,3,20.26,2,3
650,Phase 1,Week 3,Solution 5,Replication 6,5.20,3,22.91,2,3
651,Phase 1,Week 3,Solution 5,Replication 7,4.99,3,21.90,2,3
652,Phase 1,Week 3,Solution 5,Replication 8,4.47,4,22.48,3,3
653,Phase 1,Week 3,Solution 5,Replication 9,5.93,4,21.56,2,3
654,Phase 1,Week 3,Solution 5,Replication 10,4.35,3,21.16,3,2
655,Phase 1,Week 3,Solution 5,Replication 11,4.76,4,20.94,2,2
656,Phase 1,Week 3,Solution 5,Replication 12,5.81,3,24.73,3,2
657,Phase 1,Week 3,Solution 5,Replication 13,4.21,3,24.22,3,2
658,Phase 1,Week 3,Solution 5,Replication 14,5.66,4,22.51,2,2
659,Phase 1,Week 3,Solution 6,Replication 1,7.40,3,24.37,2,3
660,Phase 1,Week 3,Solution 6,Replication 2,7.30,2,24.20,3,3
661,Phase 1,Week 3,Solution 6,Replication 3,7.79,2,22.20,3,2
662,Phase 1,Week 3,Solution 6,Replication 4,7.27,3,24.16,3,2
663,Phase 1,Week 3,Solution 6,Replication 5,7.58,2,22.47,3,2
664,Phase 1,Week 3,Solution 6,Replication 6,7.40,3,23.15,3,3
665,Phase 1,Week 3,Solution 6,Replication 7,7.55,2,24.42,2,2
666,Phase 1,Week 3,Solution 6,Replication 8,6.97,3,23.35,3,2
667,Phase 1,Week 3,Solution 6,Replication 9,6.34,2,20.48,2,2
668,Phase 1,Week 3,Solution 6,Replication 10,6.71,2,23.93,3,3
669,Phase 1,Week 3,Solution 6,Replication 11,6.46,3,22.40,2,3
670,Phase 1,Week 3,Solution 6,Replication 12,6.78,3,20.58,3,2
671,Phase 1,Week 3,Solution 6,Replication 13,6.43,3,21.79,2,2
672,Phase 1,Week 3,Solution 6,Replication 14,7.90,2,22.83,3,3
673,Phase 1,Week 3,Solution 7,Replication 1,7.26,2,20.27,3,2
674,Phase 1,Week 3,Solution 7,Replication 2,7.34,2,21.16,2,2
675,Phase 1,Week 3,Solution 7,Replication 3,7.84,2,21.88,2,3
676,Phase 1,Week 3,Solution 7,Replication 4,7.67,3,21.77,3,2
677,Phase 1,Week 3,Solution 7,Replication 5,6.06,3,24.57,3,2
678,Phase 1,Week 3,Solution 7,Replication 6,6.80,3,20.65,3,2
679,Phase 1,Week 3,Solution 7,Replication 7,6.43,3,22.01,2,2
680,Phase 1,Week 3,Solution 7,Replication 8,6.98,2,24.39,3,2
681,Phase 1,Week 3,Solution 7,Replication 9,7.11,2,22.58,2,3
682,Phase 1,Week 3,Solution 7,Replication 10,6.45,3,23.43,3,2
683,Phase 1,Week 3,Solution 7,Replication 11,7.25,2,21.91,2,2
684,Phase 1,Week 3,Solution 7,Replication 12,7.28,2,23.64,2,2
685,Phase 1,Week 3,Solution 7,Replication 13,6.67,3,22.26,3,3
686,Phase 1,Week 3,Solution 7,Replication 14,6.16,3,20.99,2,3
687,Phase 1,Week 3,Solution 8,Replication 1,7.52,4,28.66,3,4
688,Phase 1,Week 3,Solution 8,Replication 2,7.05,4,27.31,4,3
689,Phase 1,Week 3,Solution 8,Replication 3,8.15,5,26.58,3,3
690,Phase 1,Week 3,Solution 8,Replication 4,8.87,4,29.43,4,4
691,Phase 1,Week 3,Solution 8,Replication 5,7.62,4,25.88,4,3
692,Phase 1,Week 3,Solution 8,Replication 6,9.51,4,26.64,4,4
693,Phase 1,Week 3,Solution 8,Replication 7,8.69,5,25.73,4,4
694,Phase 1,Week 3,Solution 8,Replication 8,9.08,4,29.02,3,3
695,Phase 1,Week 3,Solution 8,Replication 9,9.63,5,29.45,4,3
696,Phase 1,Week 3,Solution 8,Replication 10,7.80,4,27.85,4,3
697,Phase 1,Week 3,Solution 8,Replication 11,8.95,5,29.52,3,4
698,Phase 1,Week 3,Solution 8,Replication 12,8.98,4,27.31,3,4
699,Phase 1,Week 3,Solution 8,Replication 13,7.64,5,26.53,3,4
700,Phase 1,Week 3,Solution 8,Replication 14,8.34,4,29.18,4,4
701,Phase 1,Week 3,Solution 9,Replication 1,7.87,4,28.03,3,4
702,Phase 1,Week 3,Solution 9,Replication 2,8.69,5,25.01,3,4
703,Phase 1,Week 3,Solution 9,Replication 3,7.05,5,25.74,3,4
704,Phase 1,Week 3,Solution 9,Replication 4,7.67,4,28.43,3,4
705,Phase 1,Week 3,Solution 9,Replication 5,7.87,4,29.90,3,4
706,Phase 1,Week 3,Solution 9,Replication 6,9.26,5,27.75,4,3
707,Phase 1,Week 3,Solution 9,Replication 7,9.79,4,28.46,4,4
708,Phase 1,Week 3,Solution 9,Replication 8,7.02,5,29.09,4,4
709,Phase 1,Week 3,Solution 9,Replication 9,9.77,4,27.89,3,4
710,Phase 1,Week 3,Solution 9,Replication 10,8.24,4,27.99,4,3
711,Phase 1,Week 3,Solution 9,Replication 11,9.65,4,25.16,3,4
712,Phase 1,Week 3,Solution 9,Replication 12,9.58,4,25.57,4,3
713,Phase 1,Week 3,Solution 9,Replication 13,7.80,5,25.21,4,4
714,Phase 1,Week 3,Solution 9,Replication 14,7.20,4,26.79,3,4
715,Phase 1,Week 3,Solution 10,Replication 1,4.93,4,21.06,3,2
716,Phase 1,Week 3,Solution 10,Replication 2,4.34,4,24.58,3,3
717,Phase 1,Week 3,Solution 10,Replication 3,5.01,3,22.56,2,2
